userId,cardId,rating
4,99,2
4,68,1
4,123,1
4,400,3
4,41,1
4,423,3
4,138,4
4,353,4
4,216,1
4,498,2
4,34,2
4,418,1
4,201,1
4,331,1
4,430,2
4,401,2
4,439,4
4,6,2
4,334,2
4,289,1
4,319,1
4,257,2
4,76,3
4,199,2
4,285,4
4,156,2
4,448,2
4,25,1
4,165,1
4,466,2
4,7,4
4,409,1
4,4,2
4,367,3
4,326,2
4,450,4
4,208,2
4,215,2
4,464,4
4,265,2
4,50,2
4,467,2
4,374,3
4,108,4
4,226,2
4,13,2
5,455,3
5,235,1
5,155,3
5,349,2
5,64,1
5,18,1
5,178,2
5,263,2
5,337,3
5,200,1
5,129,2
5,416,4
5,322,3
5,425,3
5,29,3
5,112,3
5,157,4
5,341,4
5,140,1
5,373,4
5,291,3
5,168,2
5,432,1
5,370,1
5,146,2
5,238,4
5,451,2
5,51,3
5,327,4
5,442,4
5,128,2
5,46,3
5,55,4
5,225,2
5,352,3
5,278,2
5,217,1
5,500,2
5,92,1
5,313,4
5,389,4
5,259,1
5,388,2
5,486,3
5,91,4
5,10,1
5,45,4
5,188,3
5,266,2
5,134,2
5,3,4
5,413,4
5,404,3
5,102,1
5,99,3
5,68,2
5,123,3
5,400,4
5,41,3
5,423,2
5,138,2
5,353,4
5,216,4
5,498,1
5,34,2
5,418,1
5,201,4
5,331,1
5,430,4
5,401,2
5,439,2
5,6,1
5,334,1
5,289,4
5,319,3
5,257,1
5,76,1
5,199,2
5,285,2
5,156,2
5,448,3
5,25,3
5,165,1
5,466,1
5,7,1
5,409,1
5,4,3
5,367,4
5,326,4
5,450,4
5,208,3
5,215,3
5,464,2
5,265,3
5,50,1
5,467,3
5,374,2
5,108,4
5,226,3
5,13,3
6,455,4
6,235,1
6,155,3
6,349,3
6,64,2
6,18,3
6,178,1
6,263,3
6,337,1
6,200,4
6,129,3
6,416,2
6,322,1
6,425,4
6,29,2
6,112,4
6,157,2
6,341,4
6,140,4
6,373,2
6,291,3
6,168,3
6,432,2
6,370,4
6,146,4
6,238,1
6,451,4
6,51,2
6,327,2
6,442,3
6,128,4
6,46,1
6,55,3
6,225,2
6,352,2
6,278,3
6,217,3
6,500,2
6,92,4
6,313,3
6,389,2
6,259,2
6,388,3
6,486,4
6,91,4
6,10,2
6,45,2
6,188,4
6,266,3
6,134,1
6,3,2
6,413,4
6,404,3
6,102,4
6,99,4
6,68,4
6,123,2
6,400,2
6,41,2
6,423,1
6,138,3
6,353,1
6,216,2
6,498,4
6,34,4
6,418,2
6,201,3
6,331,1
6,430,2
6,401,2
6,439,3
6,6,4
6,334,4
6,289,1
6,319,3
6,257,1
6,76,1
6,199,3
6,285,4
6,156,4
6,448,1
6,25,2
6,165,1
6,466,3
6,7,3
6,409,2
6,4,2
6,367,1
6,326,2
6,450,1
6,208,1
6,215,2
6,464,3
6,265,1
6,50,1
6,467,2
6,374,4
6,108,3
6,226,2
6,13,2
7,455,1
7,235,2
7,155,2
7,349,4
7,64,3
7,18,2
7,178,2
7,263,3
7,337,3
7,200,1
7,129,2
7,416,4
7,322,1
7,425,4
7,29,2
7,112,3
7,157,2
7,341,4
7,140,3
7,373,3
7,291,4
7,168,3
7,432,3
7,370,2
7,146,2
7,238,3
7,451,2
7,51,1
7,327,1
7,442,4
7,128,1
7,46,2
7,55,1
7,225,1
7,352,1
7,278,1
7,217,3
7,500,3
7,92,2
7,313,1
7,389,3
7,259,2
7,388,4
7,486,4
7,91,4
7,10,1
7,45,3
7,188,3
7,266,3
7,134,2
7,3,2
7,413,3
7,404,3
7,102,3
7,99,1
7,68,4
7,123,2
7,400,3
7,41,1
7,423,1
7,138,1
7,353,1
7,216,3
7,498,1
7,34,1
7,418,4
7,201,4
7,331,3
7,430,3
7,401,1
7,439,1
7,6,4
7,334,4
7,289,4
7,319,3
7,257,2
7,76,2
7,199,4
7,285,1
7,156,4
7,448,2
7,25,3
7,165,1
7,466,2
7,7,1
7,409,4
7,4,4
7,367,3
7,326,1
7,450,1
7,208,4
7,215,4
7,464,1
7,265,2
7,50,4
7,467,2
7,374,1
7,108,2
7,226,2
7,13,1
8,455,2
8,235,1
8,155,4
8,349,1
8,64,2
8,18,2
8,178,1
8,263,2
8,337,4
8,200,1
8,129,4
8,416,1
8,322,1
8,425,3
8,29,3
8,112,1
8,157,2
8,341,4
8,140,3
8,373,4
8,291,3
8,168,2
8,432,2
8,370,1
8,146,4
8,238,3
8,451,2
8,51,1
8,327,4
8,442,1
8,128,2
8,46,2
8,55,1
8,225,4
8,352,2
8,278,1
8,217,1
8,500,2
8,92,2
8,313,3
8,389,4
8,259,4
8,388,3
8,486,3
8,91,1
8,10,2
8,45,2
8,188,3
8,266,1
8,134,2
8,3,1
8,413,1
8,404,1
8,102,4
8,99,1
8,68,1
8,123,2
8,400,4
8,41,3
8,423,2
8,138,1
8,353,3
8,216,4
8,498,2
8,34,3
8,418,3
8,201,1
8,331,3
8,430,2
8,401,1
8,439,2
8,6,3
8,334,3
8,289,2
8,319,4
8,257,2
8,76,3
8,199,1
8,285,2
8,156,3
8,448,1
8,25,3
8,165,3
8,466,3
8,7,1
8,409,2
8,4,1
8,367,1
8,326,2
8,450,3
8,208,2
8,215,4
8,464,3
8,265,1
8,50,2
8,467,1
8,374,2
8,108,4
8,226,1
8,13,2
9,455,4
9,235,1
9,155,3
9,349,2
9,64,4
9,18,2
9,178,2
9,263,3
9,337,1
9,200,1
9,129,3
9,416,2
9,322,4
9,425,3
9,29,1
9,112,4
9,157,4
9,341,1
9,140,4
9,373,3
9,291,3
9,168,2
9,432,1
9,370,1
9,146,1
9,238,4
9,451,2
9,51,1
9,327,4
9,442,1
9,128,1
9,46,4
9,55,4
9,225,3
9,352,3
9,278,1
9,217,2
9,500,3
9,92,4
9,313,4
9,389,4
9,259,3
9,388,1
9,486,4
9,91,1
9,10,3
9,45,1
9,188,2
9,266,3
9,134,4
9,3,1
9,413,4
9,404,1
9,102,4
9,99,2
9,68,3
9,123,2
9,400,2
9,41,4
9,423,3
9,138,1
9,353,3
9,216,2
9,498,3
9,34,2
9,418,2
9,201,3
9,331,3
9,430,2
9,401,2
9,439,3
9,6,3
9,334,3
9,289,1
9,319,1
9,257,1
9,76,2
9,199,1
9,285,1
9,156,4
9,448,4
9,25,1
9,165,2
9,466,4
9,7,2
9,409,3
9,4,4
9,367,1
9,326,3
9,450,2
9,208,4
9,215,4
9,464,4
9,265,2
9,50,3
9,467,2
9,374,1
9,108,3
9,226,4
9,13,4
10,455,3
10,235,3
10,155,3
10,349,2
10,64,2
10,18,3
10,178,1
10,263,4
10,337,4
10,200,3
10,129,4
10,416,1
10,322,4
10,425,1
10,29,2
10,112,3
10,157,1
10,341,1
10,140,2
10,373,4
10,291,2
10,168,1
10,432,3
10,370,1
10,146,2
10,238,4
10,451,2
10,51,1
10,327,4
10,442,3
10,128,3
10,46,4
10,55,2
10,225,2
10,352,2
10,278,3
10,217,1
10,500,2
10,92,4
10,313,2
10,389,2
10,259,3
10,388,4
10,486,3
10,91,4
10,10,2
10,45,3
10,188,4
10,266,2
10,134,1
10,3,2
10,413,4
10,404,1
10,102,2
10,99,3
10,68,4
10,123,2
10,400,2
10,41,3
10,423,2
10,138,3
10,353,4
10,216,2
10,498,3
10,34,3
10,418,1
10,201,3
10,331,1
10,430,3
10,401,4
10,439,4
10,6,2
10,334,4
10,289,1
10,319,3
10,257,4
10,76,2
10,199,2
10,285,3
10,156,2
10,448,4
10,25,2
10,165,2
10,466,1
10,7,3
10,409,1
10,4,4
10,367,3
10,326,2
10,450,4
10,208,2
10,215,1
10,464,3
10,265,3
10,50,4
10,467,3
10,374,4
10,108,4
10,226,3
10,13,2
11,455,3
11,235,1
11,155,3
11,349,4
11,64,3
11,18,4
11,178,3
11,263,3
11,337,2
11,200,2
11,129,3
11,416,2
11,322,3
11,425,3
11,29,2
11,112,2
11,157,1
11,341,1
11,140,1
11,373,4
11,291,1
11,168,2
11,432,4
11,370,3
11,146,3
11,238,2
11,451,4
11,51,3
11,327,4
11,442,4
11,128,2
11,46,4
11,55,3
11,225,2
11,352,1
11,278,3
11,217,4
11,500,1
11,92,2
11,313,1
11,389,2
11,259,3
11,388,4
11,486,4
11,91,3
11,10,2
11,45,4
11,188,3
11,266,2
11,134,2
11,3,4
11,413,2
11,404,2
11,102,2
11,99,2
11,68,1
11,123,2
11,400,4
11,41,4
11,423,2
11,138,3
11,353,2
11,216,3
11,498,1
11,34,2
11,418,3
11,201,2
11,331,4
11,430,4
11,401,2
11,439,3
11,6,3
11,334,4
11,289,1
11,319,3
11,257,4
11,76,1
11,199,2
11,285,1
11,156,2
11,448,4
11,25,4
11,165,4
11,466,4
11,7,1
11,409,2
11,4,1
11,367,2
11,326,2
11,450,3
11,208,3
11,215,3
11,464,4
11,265,4
11,50,2
11,467,2
11,374,1
11,108,3
11,226,3
11,13,1
12,455,1
12,235,3
12,155,3
12,349,4
12,64,4
12,18,4
12,178,4
12,263,4
12,337,3
12,200,4
12,129,3
12,416,4
12,322,2
12,425,4
12,29,1
12,112,2
12,157,3
12,341,4
12,140,4
12,373,2
12,291,1
12,168,1
12,432,3
12,370,3
12,146,1
12,238,2
12,451,1
12,51,2
12,327,1
12,442,3
12,128,2
12,46,4
12,55,3
12,225,3
12,352,2
12,278,4
12,217,4
12,500,3
12,92,1
12,313,3
12,389,1
12,259,1
12,388,4
12,486,3
12,91,1
12,10,1
12,45,3
12,188,1
12,266,4
12,134,3
12,3,2
12,413,1
12,404,3
12,102,3
12,99,4
12,68,3
12,123,2
12,400,4
12,41,2
12,423,1
12,138,3
12,353,3
12,216,4
12,498,4
12,34,3
12,418,2
12,201,1
12,331,1
12,430,4
12,401,4
12,439,1
12,6,4
12,334,4
12,289,3
12,319,4
12,257,4
12,76,3
12,199,1
12,285,2
12,156,4
12,448,2
12,25,4
12,165,4
12,466,4
12,7,3
12,409,3
12,4,3
12,367,2
12,326,1
12,450,3
12,208,4
12,215,1
12,464,3
12,265,1
12,50,1
12,467,4
12,374,2
12,108,2
12,226,2
12,13,4
13,455,2
13,235,1
13,155,1
13,349,3
13,64,2
13,18,3
13,178,2
13,263,1
13,337,4
13,200,4
13,129,1
13,416,3
13,322,3
13,425,3
13,29,4
13,112,2
13,157,4
13,341,4
13,140,3
13,373,2
13,291,4
13,168,4
13,432,4
13,370,2
13,146,4
13,238,1
13,451,4
13,51,1
13,327,2
13,442,3
13,128,2
13,46,3
13,55,2
13,225,4
13,352,1
13,278,1
13,217,3
13,500,2
13,92,4
13,313,3
13,389,4
13,259,2
13,388,1
13,486,2
13,91,4
13,10,3
13,45,1
13,188,2
13,266,1
13,134,4
13,3,2
13,413,2
13,404,2
13,102,3
13,99,4
13,68,1
13,123,1
13,400,4
13,41,1
13,423,4
13,138,2
13,353,4
13,216,2
13,498,1
13,34,2
13,418,3
13,201,3
13,331,2
13,430,1
13,401,2
13,439,2
13,6,3
13,334,2
13,289,1
13,319,2
13,257,4
13,76,1
13,199,3
13,285,1
13,156,3
13,448,1
13,25,3
13,165,4
13,466,2
13,7,1
13,409,3
13,4,1
13,367,1
13,326,1
13,450,1
13,208,3
13,215,2
13,464,3
13,265,2
13,50,4
13,467,3
13,374,4
13,108,2
13,226,4
13,13,3
14,455,1
14,235,1
14,155,3
14,349,3
14,64,2
14,18,4
14,178,4
14,263,1
14,337,3
14,200,1
14,129,4
14,416,2
14,322,2
14,425,3
14,29,3
14,112,1
14,157,4
14,341,1
14,140,1
14,373,4
14,291,4
14,168,1
14,432,4
14,370,3
14,146,2
14,238,3
14,451,4
14,51,1
14,327,3
14,442,3
14,128,2
14,46,2
14,55,3
14,225,4
14,352,4
14,278,1
14,217,1
14,500,1
14,92,3
14,313,4
14,389,3
14,259,1
14,388,4
14,486,4
14,91,3
14,10,2
14,45,3
14,188,2
14,266,4
14,134,3
14,3,2
14,413,4
14,404,4
14,102,3
14,99,1
14,68,1
14,123,4
14,400,1
14,41,2
14,423,4
14,138,1
14,353,4
14,216,2
14,498,2
14,34,4
14,418,1
14,201,4
14,331,1
14,430,3
14,401,2
14,439,1
14,6,3
14,334,4
14,289,2
14,319,3
14,257,1
14,76,2
14,199,1
14,285,1
14,156,4
14,448,1
14,25,4
14,165,4
14,466,2
14,7,2
14,409,2
14,4,3
14,367,2
14,326,1
14,450,2
14,208,1
14,215,1
14,464,4
14,265,2
14,50,4
14,467,2
14,374,4
14,108,3
14,226,1
14,13,1
15,455,2
15,235,3
15,155,3
15,349,3
15,64,3
15,18,4
15,178,1
15,263,3
15,337,2
15,200,3
15,129,2
15,416,1
15,322,2
15,425,4
15,29,2
15,112,2
15,157,4
15,341,2
15,140,1
15,373,4
15,291,4
15,168,2
15,432,3
15,370,2
15,146,3
15,238,2
15,451,4
15,51,4
15,327,1
15,442,2
15,128,1
15,46,4
15,55,1
15,225,2
15,352,4
15,278,3
15,217,3
15,500,2
15,92,1
15,313,3
15,389,3
15,259,1
15,388,2
15,486,3
15,91,1
15,10,3
15,45,2
15,188,1
15,266,3
15,134,3
15,3,1
15,413,4
15,404,2
15,102,2
15,99,3
15,68,1
15,123,3
15,400,3
15,41,1
15,423,3
15,138,3
15,353,3
15,216,3
15,498,1
15,34,3
15,418,3
15,201,1
15,331,3
15,430,4
15,401,3
15,439,2
15,6,2
15,334,2
15,289,4
15,319,4
15,257,4
15,76,2
15,199,3
15,285,3
15,156,2
15,448,4
15,25,4
15,165,2
15,466,4
15,7,4
15,409,4
15,4,2
15,367,2
15,326,1
15,450,3
15,208,1
15,215,3
15,464,3
15,265,4
15,50,3
15,467,2
15,374,3
15,108,3
15,226,2
15,13,2
16,455,3
16,235,4
16,155,4
16,349,1
16,64,4
16,18,3
16,178,3
16,263,3
16,337,3
16,200,3
16,129,1
16,416,2
16,322,2
16,425,4
16,29,1
16,112,4
16,157,3
16,341,4
16,140,4
16,373,4
16,291,1
16,168,2
16,432,3
16,370,3
16,146,3
16,238,1
16,451,2
16,51,1
16,327,2
16,442,3
16,128,1
16,46,4
16,55,1
16,225,1
16,352,4
16,278,4
16,217,4
16,500,3
16,92,4
16,313,1
16,389,1
16,259,4
16,388,2
16,486,1
16,91,1
16,10,2
16,45,3
16,188,2
16,266,1
16,134,2
16,3,2
16,413,2
16,404,2
16,102,2
16,99,1
16,68,1
16,123,1
16,400,1
16,41,2
16,423,1
16,138,2
16,353,4
16,216,1
16,498,3
16,34,4
16,418,4
16,201,2
16,331,2
16,430,2
16,401,3
16,439,4
16,6,4
16,334,4
16,289,2
16,319,4
16,257,4
16,76,4
16,199,4
16,285,1
16,156,2
16,448,1
16,25,1
16,165,1
16,466,2
16,7,1
16,409,2
16,4,4
16,367,3
16,326,3
16,450,1
16,208,1
16,215,1
16,464,3
16,265,4
16,50,2
16,467,2
16,374,3
16,108,1
16,226,1
16,13,1
17,455,3
17,235,2
17,155,1
17,349,3
17,64,2
17,18,1
17,178,4
17,263,2
17,337,4
17,200,2
17,129,2
17,416,2
17,322,2
17,425,1
17,29,1
17,112,4
17,157,1
17,341,2
17,140,1
17,373,3
17,291,4
17,168,1
17,432,1
17,370,1
17,146,4
17,238,2
17,451,1
17,51,4
17,327,1
17,442,1
17,128,1
17,46,1
17,55,2
17,225,4
17,352,2
17,278,4
17,217,1
17,500,1
17,92,3
17,313,2
17,389,4
17,259,1
17,388,2
17,486,3
17,91,1
17,10,4
17,45,4
17,188,1
17,266,3
17,134,4
17,3,1
17,413,4
17,404,2
17,102,4
17,99,3
17,68,3
17,123,3
17,400,1
17,41,3
17,423,1
17,138,4
17,353,3
17,216,3
17,498,4
17,34,1
17,418,3
17,201,2
17,331,2
17,430,3
17,401,4
17,439,3
17,6,2
17,334,4
17,289,4
17,319,3
17,257,2
17,76,2
17,199,4
17,285,1
17,156,4
17,448,4
17,25,2
17,165,1
17,466,3
17,7,1
17,409,4
17,4,2
17,367,2
17,326,3
17,450,3
17,208,3
17,215,1
17,464,1
17,265,4
17,50,1
17,467,3
17,374,4
17,108,2
17,226,4
17,13,1
18,455,4
18,235,4
18,155,3
18,349,3
18,64,3
18,18,2
18,178,1
18,263,4
18,337,2
18,200,4
18,129,2
18,416,2
18,322,2
18,425,2
18,29,2
18,112,3
18,157,1
18,341,2
18,140,2
18,373,3
18,291,3
18,168,1
18,432,4
18,370,2
18,146,4
18,238,1
18,451,1
18,51,4
18,327,2
18,442,4
18,128,1
18,46,4
18,55,3
18,225,2
18,352,4
18,278,4
18,217,2
18,500,3
18,92,3
18,313,2
18,389,1
18,259,4
18,388,1
18,486,4
18,91,4
18,10,2
18,45,1
18,188,2
18,266,2
18,134,4
18,3,2
18,413,2
18,404,1
18,102,1
18,99,4
18,68,3
18,123,3
18,400,4
18,41,1
18,423,2
18,138,2
18,353,4
18,216,3
18,498,3
18,34,4
18,418,3
18,201,2
18,331,4
18,430,1
18,401,2
18,439,3
18,6,2
18,334,3
18,289,3
18,319,1
18,257,2
18,76,4
18,199,2
18,285,3
18,156,3
18,448,3
18,25,1
18,165,4
18,466,2
18,7,2
18,409,4
18,4,2
18,367,3
18,326,4
18,450,2
18,208,1
18,215,3
18,464,4
18,265,2
18,50,4
18,467,2
18,374,2
18,108,4
18,226,4
18,13,2
19,455,4
19,235,2
19,155,2
19,349,3
19,64,3
19,18,2
19,178,1
19,263,3
19,337,4
19,200,3
19,129,4
19,416,1
19,322,1
19,425,3
19,29,1
19,112,3
19,157,2
19,341,2
19,140,3
19,373,1
19,291,1
19,168,4
19,432,2
19,370,3
19,146,3
19,238,3
19,451,1
19,51,4
19,327,2
19,442,1
19,128,2
19,46,3
19,55,2
19,225,3
19,352,3
19,278,2
19,217,2
19,500,3
19,92,4
19,313,1
19,389,1
19,259,1
19,388,4
19,486,3
19,91,2
19,10,2
19,45,2
19,188,4
19,266,1
19,134,1
19,3,3
19,413,3
19,404,2
19,102,3
19,99,2
19,68,4
19,123,1
19,400,2
19,41,4
19,423,2
19,138,4
19,353,2
19,216,3
19,498,4
19,34,1
19,418,2
19,201,3
19,331,1
19,430,4
19,401,4
19,439,4
19,6,2
19,334,4
19,289,2
19,319,3
19,257,1
19,76,4
19,199,3
19,285,4
19,156,2
19,448,4
19,25,3
19,165,3
19,466,3
19,7,1
19,409,1
19,4,4
19,367,1
19,326,1
19,450,3
19,208,4
19,215,1
19,464,4
19,265,1
19,50,2
19,467,1
19,374,4
19,108,3
19,226,4
19,13,1
20,455,3
20,235,3
20,155,3
20,349,4
20,64,4
20,18,1
20,178,2
20,263,4
20,337,4
20,200,4
20,129,4
20,416,2
20,322,4
20,425,2
20,29,1
20,112,2
20,157,2
20,341,2
20,140,4
20,373,3
20,291,4
20,168,3
20,432,2
20,370,4
20,146,3
20,238,2
20,451,1
20,51,3
20,327,2
20,442,4
20,128,2
20,46,2
20,55,1
20,225,1
20,352,3
20,278,2
20,217,1
20,500,3
20,92,3
20,313,2
20,389,2
20,259,4
20,388,4
20,486,2
20,91,1
20,10,2
20,45,1
20,188,3
20,266,4
20,134,2
20,3,3
20,413,1
20,404,3
20,102,2
20,99,3
20,68,3
20,123,3
20,400,2
20,41,3
20,423,1
20,138,4
20,353,2
20,216,1
20,498,3
20,34,4
20,418,2
20,201,3
20,331,4
20,430,1
20,401,1
20,439,4
20,6,2
20,334,4
20,289,2
20,319,3
20,257,4
20,76,4
20,199,3
20,285,1
20,156,1
20,448,3
20,25,4
20,165,1
20,466,1
20,7,4
20,409,3
20,4,3
20,367,2
20,326,3
20,450,4
20,208,4
20,215,4
20,464,1
20,265,2
20,50,4
20,467,4
20,374,4
20,108,4
20,226,1
20,13,3
21,455,4
21,235,4
21,155,4
21,349,1
21,64,2
21,18,4
21,178,1
21,263,2
21,337,2
21,200,3
21,129,3
21,416,4
21,322,2
21,425,3
21,29,1
21,112,4
21,157,2
21,341,4
21,140,4
21,373,2
21,291,2
21,168,4
21,432,2
21,370,4
21,146,4
21,238,4
21,451,2
21,51,1
21,327,4
21,442,2
21,128,4
21,46,1
21,55,2
21,225,2
21,352,4
21,278,4
21,217,4
21,500,1
21,92,4
21,313,2
21,389,4
21,259,1
21,388,1
21,486,3
21,91,2
21,10,2
21,45,2
21,188,3
21,266,3
21,134,4
21,3,4
21,413,2
21,404,2
21,102,1
21,99,1
21,68,4
21,123,4
21,400,3
21,41,3
21,423,2
21,138,2
21,353,1
21,216,1
21,498,1
21,34,4
21,418,3
21,201,1
21,331,4
21,430,3
21,401,1
21,439,2
21,6,1
21,334,1
21,289,3
21,319,2
21,257,3
21,76,1
21,199,3
21,285,1
21,156,2
21,448,4
21,25,1
21,165,2
21,466,3
21,7,2
21,409,3
21,4,1
21,367,4
21,326,3
21,450,3
21,208,3
21,215,4
21,464,4
21,265,1
21,50,1
21,467,2
21,374,1
21,108,2
21,226,4
21,13,2
22,455,4
22,235,4
22,155,4
22,349,2
22,64,1
22,18,4
22,178,2
22,263,4
22,337,3
22,200,2
22,129,1
22,416,2
22,322,1
22,425,1
22,29,3
22,112,4
22,157,2
22,341,1
22,140,1
22,373,2
22,291,2
22,168,4
22,432,2
22,370,4
22,146,4
22,238,2
22,451,4
22,51,4
22,327,3
22,442,3
22,128,1
22,46,3
22,55,2
22,225,4
22,352,3
22,278,3
22,217,3
22,500,2
22,92,2
22,313,1
22,389,1
22,259,2
22,388,3
22,486,1
22,91,3
22,10,4
22,45,4
22,188,1
22,266,2
22,134,3
22,3,2
22,413,3
22,404,2
22,102,1
22,99,1
22,68,2
22,123,2
22,400,1
22,41,3
22,423,4
22,138,2
22,353,1
22,216,4
22,498,1
22,34,4
22,418,1
22,201,3
22,331,2
22,430,2
22,401,2
22,439,4
22,6,2
22,334,4
22,289,3
22,319,1
22,257,4
22,76,4
22,199,2
22,285,2
22,156,4
22,448,4
22,25,4
22,165,3
22,466,4
22,7,2
22,409,3
22,4,4
22,367,2
22,326,1
22,450,2
22,208,2
22,215,3
22,464,3
22,265,1
22,50,1
22,467,3
22,374,1
22,108,1
22,226,3
22,13,4
23,455,4
23,235,4
23,155,4
23,349,3
23,64,2
23,18,4
23,178,1
23,263,4
23,337,2
23,200,4
23,129,3
23,416,1
23,322,3
23,425,4
23,29,4
23,112,1
23,157,2
23,341,1
23,140,2
23,373,1
23,291,1
23,168,3
23,432,3
23,370,2
23,146,3
23,238,4
23,451,3
23,51,1
23,327,3
23,442,2
23,128,1
23,46,1
23,55,3
23,225,4
23,352,2
23,278,2
23,217,1
23,500,2
23,92,1
23,313,4
23,389,4
23,259,4
23,388,1
23,486,4
23,91,3
23,10,2
23,45,4
23,188,1
23,266,3
23,134,2
23,3,3
23,413,2
23,404,2
23,102,1
23,99,2
23,68,4
23,123,4
23,400,4
23,41,4
23,423,1
23,138,3
23,353,2
23,216,3
23,498,1
23,34,4
23,418,2
23,201,2
23,331,3
23,430,3
23,401,2
23,439,2
23,6,3
23,334,2
23,289,3
23,319,4
23,257,2
23,76,3
23,199,3
23,285,1
23,156,4
23,448,2
23,25,4
23,165,1
23,466,1
23,7,1
23,409,3
23,4,1
23,367,2
23,326,4
23,450,1
23,208,2
23,215,4
23,464,1
23,265,1
23,50,1
23,467,2
23,374,2
23,108,1
23,226,2
23,13,2
24,455,2
24,235,2
24,155,1
24,349,2
24,64,1
24,18,3
24,178,2
24,263,2
24,337,3
24,200,1
24,129,1
24,416,2
24,322,2
24,425,4
24,29,3
24,112,1
24,157,4
24,341,1
24,140,2
24,373,3
24,291,1
24,168,2
24,432,3
24,370,4
24,146,3
24,238,1
24,451,1
24,51,4
24,327,2
24,442,4
